Domainsize_40	24	63	1604	300	0.025298221	15.9
Domainsize_30	32	84	1604	300	0.021908902	14.8
Domainsize_20	48	126	1604	300	0.017888544	13.3
Domainsize_10	96	252	1604	300	0.012649111	10.9
Domainsize_05	192	504	1604	300	0.008944272	8.7
Domainsize_01	960	2520	1604	300	0.004	4.6
